step,l2,n673_ind,n673_alloc,n3709_ind,n3709_alloc,n121_ind,n121_alloc,n535_ind,n535_alloc,n1087_ind,n1087_alloc,n1225_ind,n1225_alloc,n1639_ind,n1639_alloc,n1777_ind,n1777_alloc,n2329_ind,n2329_alloc,n2605_ind,n2605_alloc
7200,1.283429,99.999909,0.033420,99.999909,0.033413,99.999909,0.033415,99.999909,0.033416,99.999909,0.033406,99.999909,0.033414,99.999909,0.033414,99.999909,0.033410,99.999909,0.033415,99.999909,0.033417
7300,1.070920,99.999924,0.033449,99.999924,0.033442,99.999924,0.033445,99.999924,0.033445,99.999924,0.033435,99.999924,0.033443,99.999924,0.033444,99.999924,0.033439,99.999924,0.033445,99.999924,0.033446
7400,0.893639,99.999936,0.033476,99.999936,0.033469,99.999936,0.033471,99.999936,0.033472,99.999936,0.033461,99.999936,0.033470,99.999936,0.033470,99.999936,0.033465,99.999936,0.033471,99.999936,0.033473
7500,0.745741,99.999947,0.033500,99.999947,0.033493,99.999947,0.033495,99.999947,0.033496,99.999947,0.033485,99.999947,0.033494,99.999947,0.033494,99.999947,0.033488,99.999947,0.033495,99.999947,0.033497
7600,0.622355,99.999956,0.033522,99.999956,0.033514,99.999956,0.033516,99.999956,0.033517,99.999956,0.033505,99.999956,0.033515,99.999956,0.033515,99.999956,0.033509,99.999956,0.033516,99.999956,0.033518
7700,0.519414,99.999963,0.033541,99.999963,0.033532,99.999963,0.033535,99.999963,0.033536,99.999963,0.033523,99.999963,0.033533,99.999963,0.033534,99.999963,0.033527,99.999963,0.033535,99.999963,0.033537
7800,0.433526,99.999969,0.033557,99.999969,0.033548,99.999969,0.033551,99.999969,0.033552,99.999969,0.033539,99.999969,0.033549,99.999969,0.033550,99.999969,0.033543,99.999969,0.033551,99.999969,0.033553
7900,0.361862,99.999974,0.033572,99.999974,0.033562,99.999974,0.033565,99.999974,0.033566,99.999974,0.033552,99.999974,0.033563,99.999974,0.033563,99.999974,0.033557,99.999974,0.033565,99.999974,0.033567
8000,0.302065,99.999978,0.033584,99.999978,0.033573,99.999978,0.033577,99.999978,0.033577,99.999978,0.033563,99.999978,0.033575,99.999978,0.033575,99.999978,0.033568,99.999978,0.033577,99.999978,0.033579
8100,0.252165,99.999982,0.033594,99.999982,0.033583,99.999982,0.033586,99.999982,0.033587,99.999982,0.033572,99.999982,0.033584,99.999982,0.033584,99.999982,0.033577,99.999982,0.033586,99.999982,0.033588
8200,0.210523,99.999985,0.033601,99.999985,0.033590,99.999985,0.033594,99.999985,0.033594,99.999985,0.033578,99.999985,0.033591,99.999985,0.033592,99.999985,0.033584,99.999985,0.033594,99.999985,0.033596
8300,0.175769,99.999987,0.033607,99.999987,0.033595,99.999987,0.033599,99.999987,0.033600,99.999987,0.033583,99.999987,0.033597,99.999987,0.033597,99.999987,0.033589,99.999987,0.033599,99.999987,0.033602
8400,0.146762,99.999989,0.033612,99.999989,0.033599,99.999989,0.033603,99.999989,0.033604,99.999990,0.033586,99.999989,0.033601,99.999989,0.033601,99.999989,0.033592,99.999989,0.033603,99.999989,0.033606
